ncit_code,preferred_term,parent_code,parent_name,depth,synonyms,definition
C139300,IPSS Risk Score Greater than or Equal to 2.5,C139295,IPSS Risk Score,3,International Prognostic Scoring System for Myelodysplastic Syndrome Risk Score Greater than or Equal to 2.5,"An International Prognostic Scoring System for Myelodysplastic Syndrome risk score greater than or equal to 2.5, corresponding to high risk."
C163767,Illness Intrusiveness Rating 1,C221059,Illness Intrusiveness Ratings Scale Score,3,1|Not Very Much,A response of 1 on an illness intrusiveness scale that ranges from 1: Not Very Much to 7: Very Much.
C163768,Illness Intrusiveness Rating 2,C221059,Illness Intrusiveness Ratings Scale Score,3,2,A response of 2 on an illness intrusiveness scale that ranges from 1: Not Very Much to 7: Very Much.
C163769,Illness Intrusiveness Rating 3,C221059,Illness Intrusiveness Ratings Scale Score,3,3,A response of 3 on an illness intrusiveness scale that ranges from 1: Not Very Much to 7: Very Much.
C163770,Illness Intrusiveness Rating 4,C221059,Illness Intrusiveness Ratings Scale Score,3,4,A response of 4 on an illness intrusiveness scale that ranges from 1: Not Very Much to 7: Very Much.
C163771,Illness Intrusiveness Rating 5,C221059,Illness Intrusiveness Ratings Scale Score,3,5,A response of 5 on an illness intrusiveness scale that ranges from 1: Not Very Much to 7: Very Much.
C163772,Illness Intrusiveness Rating 6,C221059,Illness Intrusiveness Ratings Scale Score,3,6,A response of 6 on an illness intrusiveness scale that ranges from 1: Not Very Much to 7: Very Much.
C163773,Illness Intrusiveness Rating 7,C221059,Illness Intrusiveness Ratings Scale Score,3,7|Very Much,A response of 7 on an illness intrusiveness scale that ranges from 1: Not Very Much to 7: Very Much.
C148193,Immune-Related Response Criteria Complete Response,C148192,Immune-Related Response Criteria,3,Complete Response|irCR|irCR (Immune-Related Response Criteria)|irRC Complete Response,"Complete disappearance of all lesions (whether measurable or not, and no new lesions); confirmation by a repeat, consecutive assessment no less than 4 weeks from the date first documented."
C148194,Immune-Related Response Criteria Partial Response,C148192,Immune-Related Response Criteria,3,Partial Response|irPR|irPR (Immune-Related Response Criteria)|irRC Criteria Partial Response,Decrease in tumor burden greater than or equal to 50 percent relative to baseline confirmed by a consecutive assessment at least 4 weeks after first documentation.
C148196,Immune-Related Response Criteria Progressive Disease,C148192,Immune-Related Response Criteria,3,Progressive Disease|irPD|irPD (Immune-Related Response Criteria)|irRC Progressive Disease,"Increase in tumor burden greater than or equal to 25 percent relative to nadir (minimum recorded tumor burden); confirmation by a repeat, consecutive assessment no less than 4 weeks from the date first documented."
C148195,Immune-Related Response Criteria Stable Disease,C148192,Immune-Related Response Criteria,3,Stable Disease|irRC Stable Disease|irSD|irSD (Immune-Related Response Criteria),"Not meeting criteria for irCR or irPR, in absence of irPD."
C125542,Importance Rating Likert Scale,C85429,Likert Scale,3,,A scale for the subjective scoring of importance that ranges from 0: Not at all important to 4: Extremely important.
C221035,Importance Rating Likert Scale Score,C221034,Likert Scale Score,3,,A score derived from an assessment using an importance rating Likert scale.
C153597,Importance Score 0,C221057,10-Point Importance Scale Score,3,,A subjective score of 0 on a scale that ranges from 0: Not at all important to 10: Extremely important.
C153599,Importance Score 1,C221057,10-Point Importance Scale Score,3,,A subjective score of 1 on a scale that ranges from 0: Not at all important to 10: Extremely important.
C153608,Importance Score 10,C221057,10-Point Importance Scale Score,3,,A subjective score of 10 on a scale that ranges from 0: Not at all important to 10: Extremely important.
C153600,Importance Score 2,C221057,10-Point Importance Scale Score,3,,A subjective score of 2 on a scale that ranges from 0: Not at all important to 10: Extremely important.
C153601,Importance Score 3,C221057,10-Point Importance Scale Score,3,,A subjective score of 3 on a scale that ranges from 0: Not at all important to 10: Extremely important.
C153602,Importance Score 4,C221057,10-Point Importance Scale Score,3,,A subjective score of 4 on a scale that ranges from 0: Not at all important to 10: Extremely important.
C153603,Importance Score 5,C221057,10-Point Importance Scale Score,3,,A subjective score of 5 on a scale that ranges from 0: Not at all important to 10: Extremely important.
C153604,Importance Score 6,C221057,10-Point Importance Scale Score,3,,A subjective score of 6 on a scale that ranges from 0: Not at all important to 10: Extremely important.
C153605,Importance Score 7,C221057,10-Point Importance Scale Score,3,,A subjective score of 7 on a scale that ranges from 0: Not at all important to 10: Extremely important.
C153606,Importance Score 8,C221057,10-Point Importance Scale Score,3,,A subjective score of 8 on a scale that ranges from 0: Not at all important to 10: Extremely important.
C153607,Importance Score 9,C221057,10-Point Importance Scale Score,3,,A subjective score of 9 on a scale that ranges from 0: Not at all important to 10: Extremely important.
C141571,Lack of Appetite Visual Analogue Scale,C121547,Visual Analog Scale,3,Lack of Appetite|Visual Analogue Lack of Appetite Scale,A lack of appetite scale from 0 to 10 on which the patient marks the current level of lack of appetite experienced.
C221026,Lack of Appetite Visual Analogue Scale Score,C221021,Visual Analogue Scale Score,3,,A score derived from an assessment using a lack of appetite visual analogue scale.
C172597,Likert Scale 3-Point,C85429,Likert Scale,3,LIKERT SCALE 3-POINT,"A questionnaire, rating and scale (QRS) data type using a 3-point Likert Scale."
C172596,Likert Scale 5-Point,C85429,Likert Scale,3,LIKERT SCALE 5-POINT,"A questionnaire, rating and scale (QRS) data type using a 5-point Likert Scale."
C166090,Likert Scale 7-Point,C85429,Likert Scale,3,LIKERT SCALE 7-POINT,A type of Likert rating scale composed of 7 points.
C172436,Limits of Stability Test,C172434,Balance Assessment Test,3,LOS|LOS Test|Limits of Stability Balance Test,Any of various assessments designed to test an individual's ability to maintain upright body posture.
C121507,Linear Analogue Self-Assessment-6,C104593,Linear Analogue Self-Assessment,3,LASA-6|Linear Analogue Self-Assessment-6 (LASA-6),"A six-item, self-reported questionnaire designed to measure general well-being and the major domains of quality of life (mental, physical, emotional, social, and spiritual well-being) using a linear analogue scale to describe the assessment responses."
C141650,Little Activity; in Bed or Chair Most of Day,C222043,Daily Activity Rating Score,3,Able to do little activity and spend most of the day in bed or chair|Score 3,A response indicating that an individual is able to do little activity and spends most of the day in bed or chair.
C99728,London Deauville Criteria Point Scale 1,C221112,London Deauville Criteria Point Scale Score,3,1|London Deauville Criteria PET Point 1|PET Score 1|PET Score 1|Score 1,The results of the positron emission tomography are negative; there is no detectable abnormal tracer uptake.
C99747,London Deauville Criteria Point Scale 2,C221112,London Deauville Criteria Point Scale Score,3,2|London Deauville Criteria PET Point 2|PET Score 2|PET Score 2|Score 2,The results of the positron emission tomography are negative; the tracer uptake is less than or equal to the mediastinum.
C99748,London Deauville Criteria Point Scale 3,C221112,London Deauville Criteria Point Scale Score,3,3|London Deauville Criteria PET Point 3|PET Score 3|PET Score 3|Score 3,The results of the positron emission tomography are negative; the tracer uptake is greater than the mediastinum but less than or equal to the liver.
C99749,London Deauville Criteria Point Scale 4,C221112,London Deauville Criteria Point Scale Score,3,4|London Deauville Criteria PET Point 4|PET Score 4|PET Score 4|Score 4,"The results of the positron emission tomography are positive; the tracer uptake is moderately more than the liver uptake, at any disease site."
C99750,London Deauville Criteria Point Scale 5,C221112,London Deauville Criteria Point Scale Score,3,5|London Deauville Criteria PET Point 5|PET Score 5|PET Score 5|Score 5,The results of the positron emission tomography are positive; the tracer uptake is markedly increased at any disease site.
C136879,London Deauville Criteria Point Scale X,C221112,London Deauville Criteria Point Scale Score,3,London Deauville Criteria PET Point X|PET Score X|PET Score X|X,New areas of uptake unlikely to be related to lymphoma.
C137807,Low Risk Mantle Cell Lymphoma International Prognostic Index Combined Biologic Index,C134315,Mantle Cell Lymphoma International Prognostic Index Combined Biologic Index,3,,Low risk MIPI score (0-3) and Ki-67 less than 30%. Low risk MIPI-c equals a MIPI-c score of 0.
C137808,Low-Intermediate Risk Mantle Cell Lymphoma International Prognostic Index Combined Biologic Index,C134315,Mantle Cell Lymphoma International Prognostic Index Combined Biologic Index,3,,Low risk MIPI score (0-3) and Ki-67 greater than or equal to 30% or Intermediate risk MIPI score (4-5) and Ki-67 less than 30%. MIPI-c low-intermediate risk equals a MIPI-c score of 1.
C142791,Lugano Lymphoma Response Classification Complete Remission by CT,C142790,Lugano Lymphoma Response Classification,3,CR|Complete Remission,"Target nodes/nodal masses must regress to less than or equal to 1.5 cm in the longest transverse diameter. Complete disappearance of radiologic evidence of disease. No extralymphatic sites of disease. Organ enlargement regress to normal. Bone marrow normal by morphology; if indeterminate, IHC negative."
C142795,Lugano Lymphoma Response Classification Complete Remission by PET,C142790,Lugano Lymphoma Response Classification,3,CR|Complete Remission,"A score of 1, 2, or 3 on a 5-point PET scale in nodal or extranodal sites with or without a residual mass. No evidence of FDG-avid disease in the marrow."
C142793,Lugano Lymphoma Response Classification No Response/Stable Disease by CT,C142790,Lugano Lymphoma Response Classification,3,NR/SD|No Response/Stable Response,"Less than 50 percent decrease from baseline in  the sum of the product of the perpendicular diameters of up to 6 dominant, measurable nodes and extranodal sites; no criteria for progressive disease are met."
C142797,Lugano Lymphoma Response Classification No Response/Stable Disease by PET,C142790,Lugano Lymphoma Response Classification,3,NR/SD|No Response/Stable Disease,"A score of 4 or 5 on a 5-point PET scale with no significant change in FDG uptake from baseline, at interim or end of treatment. No change in the bone marrow from baseline."
C142792,Lugano Lymphoma Response Classification Partial Remission by CT,C142790,Lugano Lymphoma Response Classification,3,PR|Partial Remission,"For multiple lesions, greater than or equal to 50 percent decrease in the sum of the product of the perpendicular diameters of up to six target measurable nodes and extranodal sites. If only a single lesion is present, greater than or equal to 50 percent decrease in the cross product of the longest transverse diameter and perpendicular diameter.. Spleen must have regressed by >50% in length beyond normal"" to the definition."
C142796,Lugano Lymphoma Response Classification Partial Remission by PET,C142790,Lugano Lymphoma Response Classification,3,PR|Partial Remission,A score of 4 or 5 on a 5-point PET scale with reduced uptake compared with baseline and residual mass(es) of any size. Residual uptake higher than uptake in normal marrow but reduced compared to baseline.
C142794,Lugano Lymphoma Response Classification Progressive Disease by CT,C142790,Lugano Lymphoma Response Classification,3,PD|Progressive Disease,Progressive disease is assigned with at least one of the following: an individual node must be abnormal with the longest transverse diameter greater than 1.5 cm or an increase by greater than or equal to 50 percent from the product of the perpendicular diameter nadir; an increase in the longest transverse diameter or shortest transverse diameter from nadir 0.5 cm for lesions less than or equal to 2 cm or 1.0 cm for lesions greater than 2 cm. New or recurrent splenomegaly; a new node >1.5 cm in any axis; new or recurrent bone marrow involvement.
C142798,Lugano Lymphoma Response Classification Progressive Disease by PET,C142790,Lugano Lymphoma Response Classification,3,PD|Progressive Disease,A score of 4 or 5 on a 5-point PET scale with an increase in intensity of uptake from baseline and/or new FDG-avid foci consistent with lymphoma at interim or end of treatment assessment.
C131055,Lung Obstructive Function Score 0,C131054,GvHD Lung Obstructive Function Score,3,Score 0,FEV1 greater than or equal to 80%.
C131056,Lung Obstructive Function Score 1,C131054,GvHD Lung Obstructive Function Score,3,Score 1,FEV1 60-79%.
C131057,Lung Obstructive Function Score 2,C131054,GvHD Lung Obstructive Function Score,3,Score 2,FEV1 40-59%.
C131058,Lung Obstructive Function Score 3,C131054,GvHD Lung Obstructive Function Score,3,Score 3,FEV1 less than or equal to 39%.
C134966,MSAS Frequency Score Likert Scale,C85429,Likert Scale,3,Memorial Symptom Assessment Scale (Pediatrics 10-18) Frequency Score 4 Point Scale,A scale for the subjective scoring of event frequency that ranges from 1: Almost Never to 4: Almost Always designed for use with the Memorial Symptom Assessment Scale (MSAS) 10-18.
C134965,Memorial Symptom Assessment Scale (MSAS) 10-18,C125238,Memorial Symptom Assessment Scale,3,MSAS 10-18|Memorial Symptom Assessment Scale (Pediatrics 10-18)|Memorial Symptom Assessment Scale 10-18,"A patient-rated questionnaire designed to evaluate the prevalence, characteristics, and distress to children with cancer aged 10-18. This 30-question instrument was adapted from a previously-validated adult version."
C136319,Memorial Symptom Assessment Scale (MSAS) 7-12,C125238,Memorial Symptom Assessment Scale,3,MSAS 7-12|Memorial Symptom Assessment Scale (Pediatrics 7-12)|Memorial Symptom Assessment Scale 7-12,"A patient-rated questionnaire designed to evaluate the prevalence, characteristics, and distress to young children with cancer aged 7-12. This 8-question instrument was adapted from a previously-validated adult version."
C125239,Memorial Symptom Assessment Scale - Short Form,C125238,Memorial Symptom Assessment Scale,3,MSAS-SF|Memorial Symptom Assessment Scale - Short Form - MSAS-SF,An abbreviated version of the Memorial Symptom Assessment Scale designed to evaluate the burden of physical and psychological symptoms in advanced cancer patients.
C138983,Mitotic Rate Score 1,C138982,Mitotic Rate Score,3,,A finding of less than or equal to 3 mitoses per mm2 (less than or equal to 7 per 10 hpf).
C138984,Mitotic Rate Score 2,C138982,Mitotic Rate Score,3,,A finding of 4-7 mitoses per mm2 (8-14 per 10 hpf).
C138985,Mitotic Rate Score 3,C138982,Mitotic Rate Score,3,,A finding of greater than or equal to 8 mitoses per mm2 (greater than 15 per 10 hpf).
C127866,Moderate Survival after Reirradiation,C127861,Combs Prognostic Index,3,Combs Score 2,A score of 2 on the Combs Prognostic Index scale.
C224904,Modified Charlson Comorbidity Index,C176422,Charlson Comorbidity Index,3,mCCI,"A version of the Charlson Comorbidity Index that is modified for a specific disease by removing specific conditions to better fit specific populations. For example, kidney disease components may be removed for hemodialysis patients to prevent the skewing of the data."
C225019,Modified Glucksberg Grade 0,C225018,Overall Modified Glucksberg Grade,3,Grade 0,No organ involvement; absence of acute graft-versus-host disease (aGvHD).
C225020,Modified Glucksberg Grade I,C225018,Overall Modified Glucksberg Grade,3,Grade I,"Mild skin involvement (severity stage 1 or 2), without liver or gastrointestinal (GI) involvement."
C225021,Modified Glucksberg Grade II,C225018,Overall Modified Glucksberg Grade,3,Grade II,Moderate involvement of skin (severity stage 3) with mild liver or gastrointestinal (GI) involvement (severity stage 1).
C225022,Modified Glucksberg Grade III,C225018,Overall Modified Glucksberg Grade,3,Grade III,"Moderate involvement of liver and/or gastrointestinal (GI) system (severity stage 2 or 3), or more severe GI involvement (severity stage 3 or 4)."
C225023,Modified Glucksberg Grade IV,C225018,Overall Modified Glucksberg Grade,3,Grade IV,"Severe involvement of skin, liver, or gastrointestinal (GI) system (severity stage 4)."
C163982,"Montreal Cognitive Assessment, Version 8.1",C123667,Montreal Cognitive Assessment Functional Test,3,"MOCA v8.1|Montreal Cognitive Assessment (MoCA) version 8.1|Montreal Cognitive Assessment, v8.1",The version of the Montreal Cognitive Assessment that added the Memory Index Score to the MoCA test. It contains additional scoring precisions and replaced version 7.1.
C163983,"Montreal Cognitive Assessment, Version 8.2",C123667,Montreal Cognitive Assessment Functional Test,3,"MOCA v8.2|Montreal Cognitive Assessment (MoCA) version 8.2|Montreal Cognitive Assessment, v8.2",An alternate version of MOCA v8 that can be administered to decrease any potential test re-test interactions.
C163984,"Montreal Cognitive Assessment, Version 8.3",C123667,Montreal Cognitive Assessment Functional Test,3,"MOCA v8.3|Montreal Cognitive Assessment (MoCA) version 8.3|Montreal Cognitive Assessment, v8.3",An alternate version of MOCA v8 that can be administered to decrease any potential test re-test interactions.
C122997,Motivation Visual Analogue Scale,C121547,Visual Analog Scale,3,Motivation VAS,A scale for the subjective scoring of an individual's motivation that ranges from 1: Not at all motivated to 7: Extremely motivated.
C172438,Motor Control Test,C172434,Balance Assessment Test,3,MCT,"A test designed to evaluate the effectiveness of a patient's motor automatic reflex responses to restore balance following sudden, unexpected forward and backward perturbations of a support surface."
C157701,Movement and Balance Subscale,C222046,Pediatric Quality of Life Brain Tumor Module Subscale,3,Movement and Balance,A subscale of the Pediatric Quality of Life Brain Tumor Module designed to assess issues associated with movement and balance.
C192876,NCCN Prostate Cancer Favorable-Intermediate Risk Group,C192875,NCCN Prostate Cancer Intermediate Risk Group,3,Favorable-Intermediate Risk Group,"A prostate cancer risk group characterized by: Gleason score of 3 + 4 or less, positive biopsy cores less than 50%, and at most 1 determinant of intermediate risk."
C192877,NCCN Prostate Cancer Unfavorable-Intermediate Risk Group,C192875,NCCN Prostate Cancer Intermediate Risk Group,3,Unfavorable-Intermediate Risk Group,"A prostate cancer risk group characterized by: primary Gleason pattern 4, positive biopsy cores greater than or equal to 50%, or multiple determinants of intermediate risk."
C225389,NIH Consensus Response Criteria Mild Chronic GVHD,C225388,NIH Consensus Response Criteria for Chronic GVHD Severity Score,3,Mild chronic GVHD,"One or two organs involved with no more than a score of 1, plus a lung score of 0."
C225390,NIH Consensus Response Criteria Moderate Chronic GVHD,C225388,NIH Consensus Response Criteria for Chronic GVHD Severity Score,3,Moderate chronic GVHD,"Three or more organs involved with no more than a score of 1, or at least 1 organ (not lung) with a score of 2, or a lung score of 1."
C225391,NIH Consensus Response Criteria Severe Chronic GVHD,C225388,NIH Consensus Response Criteria for Chronic GVHD Severity Score,3,Severe chronic GVHD,"At least 1 organ with a score of 3, or a lung score of 2 or 3."
C157703,Nausea Subscale,C222046,Pediatric Quality of Life Brain Tumor Module Subscale,3,Nausea,A subscale of the Pediatric Quality of Life Brain Tumor Module designed to assess issues associated with nausea.
C141559,Nausea Visual Analogue Scale,C121547,Visual Analog Scale,3,Nausea|Visual Analogue Nausea Scale,A nausea scale from 0 to 10 on which the patient marks the current level of nausea experienced.
C221025,Nausea Visual Analogue Scale Score,C221021,Visual Analogue Scale Score,3,,A score derived from an assessment using a nausea visual analogue scale.
C141647,Normal Activity with No Limitations,C222043,Daily Activity Rating Score,3,Normal with no limitations|Score 0,A response indicating that an individual's activity is normal with no limitations.
C141649,Not Feeling Well; in Bed or Chair Less than Half Day,C222043,Daily Activity Rating Score,3,"Not feeling up to most things, but in bed or chair less than half the day|Score 2","A response indicating that an individual is not feeling up to most things, but in bed or chair less than half the day."
C141648,Not Normal but Fairly Active,C222043,Daily Activity Rating Score,3,"Not my normal self, but able to be up and about with fairly normal activities|Score 1","A response indicating that an individual is not their normal self, but able to be up and about with fairly normal activity."
C138979,Nuclear Pleomorphism Score 1,C138978,Nuclear Pleomorphism Score,3,,"Nuclei small with little increase in size in comparison with normal breast epithelial cells, regular outlines, uniform nuclear chromatin, little variation in size."
C138980,Nuclear Pleomorphism Score 2,C138978,Nuclear Pleomorphism Score,3,,"Cells larger than normal with open vesicular nuclei, visible nucleoli, and moderate variability in both size and shape."
C138981,Nuclear Pleomorphism Score 3,C138978,Nuclear Pleomorphism Score,3,,"Vesicular nuclei, often with prominent nucleoli, exhibiting marked variation in size and shape, occasionally with very large and highly unusual forms."
C214434,Numerical Rating Scale 10-Point,C121548,Numeric Rating Scale,3,NRS 10-Point|NUMERICAL RATING SCALE 10-POINT|Numeric Rating Scale 10-Point,"A questionnaire, rating and scale (QRS) data type using a 10-point numerical rating scale (NRS)."
C158270,Numerical Rating Scale 11-Point,C121548,Numeric Rating Scale,3,11-Point Numeric Rating Scale|11-Point Numerical Rating Scale|NRS 11-Point|NUMERICAL RATING SCALE 11-POINT|Numeric Rating Scale 11-Point,"A type of numerical rating scale composed of 11 points, ranging from 0-10."
C172598,Numerical Rating Scale 21-Point,C121548,Numeric Rating Scale,3,NRS 21-Point|NUMERICAL RATING SCALE 21-POINT|Numeric Rating Scale 21-Point,"A questionnaire, rating and scale (QRS) data type using a 21-point numerical rating scale (NRS)."
C174360,Numerical Rating Scale 5-Point,C121548,Numeric Rating Scale,3,NRS 5-Point|NUMERICAL RATING SCALE 5-POINT|Numeric Rating Scale 5-Point,"A type of numerical rating scale composed of 6 points, ranging from 0-5."
C166091,Numerical Rating Scale 6-Point,C121548,Numeric Rating Scale,3,NRS 6-Point|NUMERICAL RATING SCALE 6-POINT|Numeric Rating Scale 6-Point,"A type of numerical rating scale composed of 7 points, ranging from 0-6."
C187967,Numerical Rating Scale 7-Point,C121548,Numeric Rating Scale,3,NRS 7-Point|NUMERICAL RATING SCALE 7-POINT|Numeric Rating Scale 7-Point,"A questionnaire, rating and scale (QRS) data type using a 7-point numerical rating scale (NRS)."
C141634,Other Problem Visual Analogue Scale,C121547,Visual Analog Scale,3,Other Problem|Visual Analogue Other Problem Scale,"A scale for reporting another problem, which ranges from 0 to 10, on which the patient marks the current level of the other problem experienced."
C221031,Other Problem Visual Analogue Scale Score,C221021,Visual Analogue Scale Score,3,,A score derived from an assessment using an other problem visual analogue scale.
C185092,Pain Interference-Adult,C20995,Pain Assessment Tool,3,Pain Interference-Short Form,"An 8-item self-report questionnaire for adults that assesses how pain impacted daily activities of living and the enjoyment of those activities, with each item rated on a 5-point Likert style scale."
C185093,Pain Interference-Child,C20995,Pain Assessment Tool,3,,"An 8-item self-report questionnaire for children that assesses how pain impacts a child's daily activities of living and the enjoyment of those activities, with each item rated on a 5-point Likert style scale."
C185094,Pain Interference-Parent Proxy,C20995,Pain Assessment Tool,3,,"An 8-item self-report questionnaire answered by a parent for their child that assesses how pain impacts a child's daily activities of living and the enjoyment of those activities, with each item rated on a 5-point Likert style scale."
C185096,Pain Location Body Map-Child,C20995,Pain Assessment Tool,3,CARRA Pain Chart|Pain Location-Child,A self-administered body map with 21 scored areas that can be marked to indicate where a child has experienced pain.
C21084,Pain Map,C20995,Pain Assessment Tool,3,Body Map,"Using a drawn representation of the body, patients who are unable to speak mark areas where they feel pain.  Some practitioners use colored pencils or crayons to allow patients to color code areas of more or less severe pain."
C21150,Pain Perception Profile,C20995,Pain Assessment Tool,3,,"An instrument measuring the affective, sensory and intensity dimensions of pain. (Tursky 1976)"
C157700,Pain and Hurt Subscale,C222046,Pediatric Quality of Life Brain Tumor Module Subscale,3,Pain and Hurt,A subscale of the Pediatric Quality of Life Brain Tumor Module designed to assess issues associated with pain and hurting.
C101184,Painometer,C20995,Pain Assessment Tool,3,,A self-administered pain assessment tool the Pain-O-Meter (POM) was developed in 1996 by F. Gaston-Johansson to improve the assessment and management of acute and chronic pain.
C131971,Percentage Food Eaten Score 0,C221049,Percentage Food Eaten Scale Score,3,,A subjective score of 0% on a scale that ranges from 0%: None to 100%: All of my food.
C131972,Percentage Food Eaten Score 10,C221049,Percentage Food Eaten Scale Score,3,,A subjective score of 10% on a scale that ranges from 0%: None to 100%: All of my food.
C131981,Percentage Food Eaten Score 100,C221049,Percentage Food Eaten Scale Score,3,,A subjective score of 100% on a scale that ranges from 0%: None to 100%: All of my food.
C131973,Percentage Food Eaten Score 20,C221049,Percentage Food Eaten Scale Score,3,,A subjective score of 20% on a scale that ranges from 0%: None to 100%: All of my food.
C131974,Percentage Food Eaten Score 30,C221049,Percentage Food Eaten Scale Score,3,,A subjective score of 30% on a scale that ranges from 0%: None to 100%: All of my food.
C131975,Percentage Food Eaten Score 40,C221049,Percentage Food Eaten Scale Score,3,,A subjective score of 40% on a scale that ranges from 0%: None to 100%: All of my food.
C131976,Percentage Food Eaten Score 50,C221049,Percentage Food Eaten Scale Score,3,,A subjective score of 50% on a scale that ranges from 0%: None to 100%: All of my food.
C131977,Percentage Food Eaten Score 60,C221049,Percentage Food Eaten Scale Score,3,,A subjective score of 60% on a scale that ranges from 0%: None to 100%: All of my food.
C131978,Percentage Food Eaten Score 70,C221049,Percentage Food Eaten Scale Score,3,,A subjective score of 70% on a scale that ranges from 0%: None to 100%: All of my food.
C131979,Percentage Food Eaten Score 80,C221049,Percentage Food Eaten Scale Score,3,,A subjective score of 80% on a scale that ranges from 0%: None to 100%: All of my food.
C131980,Percentage Food Eaten Score 90,C221049,Percentage Food Eaten Scale Score,3,,A subjective score of 90% on a scale that ranges from 0%: None to 100%: All of my food.
C205225,Perceptual Reasoning Index (WAIS-IV),C205222,WAIS-IV Index or Composite Score,3,PRI,"A composite score of the Wechsler Adult Intelligence Scale that measures non-verbal and in-the-moment reasoning. It assesses the ability to examine a problem, draw upon visual-spatial skills, organize thoughts, create solutions, and then test them."
C161791,Peripheral T-cell Lymphoma Prognostic Index Score 0,C161790,Peripheral T-cell Lymphoma Prognostic Index Score,3,PIT Score 0,A risk group associated with a total score of 0 on the Prognostic Index for Peripheral T-cell Lymphoma indicating that an individual has a low risk.
C161792,Peripheral T-cell Lymphoma Prognostic Index Score 1,C161790,Peripheral T-cell Lymphoma Prognostic Index Score,3,PIT Score 1,A risk group associated with a total score of 1 on the Prognostic Index for Peripheral T-cell Lymphoma indicating that an individual has a low-intermediate risk.
C161794,Peripheral T-cell Lymphoma Prognostic Index Score 2,C161790,Peripheral T-cell Lymphoma Prognostic Index Score,3,PIT Score 2,A risk group associated with a total score of 2 on the Prognostic Index for Peripheral T-cell Lymphoma indicating that an individual has a intermediate-high risk.
C161795,Peripheral T-cell Lymphoma Prognostic Index Score 3-4,C161790,Peripheral T-cell Lymphoma Prognostic Index Score,3,PIT Score 3-4,A risk group associated with a total score of 3 or 4 on the Prognostic Index for Peripheral T-cell Lymphoma indicating that an individual has a high risk.
C127868,Poor Survival after Reirradiation,C127861,Combs Prognostic Index,3,Combs Score 3,A score of 3 on the Combs Prognostic Index scale.
C157702,Procedural Anxiety Subscale,C222046,Pediatric Quality of Life Brain Tumor Module Subscale,3,Procedural Anxiety,A subscale of the Pediatric Quality of Life Brain Tumor Module designed to assess issues associated with procedural anxiety.
C205229,Processing Speed Index (WAIS-IV),C205222,WAIS-IV Index or Composite Score,3,PSI,"A composite score of the Wechsler Adult Intelligence Scale that assesses skills focusing attention and quickly scanning, discriminating between, and sequentially ordering visual information. It requires persistence and planning ability, but is sensitive to motivation, difficulty working under a time pressure, and motor coordination."
C205276,Processing Speed Index (WISC-V),C205257,WISC-V Index or Composite Score,3,,"A composite score of the Wechsler Intelligence Scale for Children that measures a child's speed and accuracy of visual identification, decision-making and decision implementation."
C205252,Processing Speed Index (WPPSI-IV),C205233,WPPSI-IV Index or Composite Score,3,,A composite score of the Wechsler Preschool and Primary Scale of Intelligence that assesses a student's ability to quickly and correctly complete scanning and sequencing questions as well as discriminate amongst simple visual information as presented.
C128151,Quality Rating Score 0,C221045,Quality of Life Linear Analogue Scale Score,3,Quality of Life Rating Score 0,A subjective rating score of 0 on a linear analogue scale with anchor point descriptions of 0: As bad as it can be and 10: As good as it can be.
C128152,Quality Rating Score 1,C221045,Quality of Life Linear Analogue Scale Score,3,Quality of Life Rating Score 1,A subjective rating score of 1 on a linear analogue scale with anchor point descriptions of 0: As bad as it can be and 10: As good as it can be.
C128161,Quality Rating Score 10,C221045,Quality of Life Linear Analogue Scale Score,3,Quality of Life Rating Score 10,A subjective rating score of 10 on a linear analogue scale with anchor point descriptions of 0: As bad as it can be and 10: As good as it can be.
C128153,Quality Rating Score 2,C221045,Quality of Life Linear Analogue Scale Score,3,Quality of Life Rating Score 2,A subjective rating score of 2 on a linear analogue scale with anchor point descriptions of 0:As bad as it can be and 10: As good as it can be.
C128154,Quality Rating Score 3,C221045,Quality of Life Linear Analogue Scale Score,3,Quality of Life Rating Score 3,A subjective rating score of 3 on a linear analogue scale with anchor point descriptions of 0: As bad as it can be and 10: As good as it can be.
C128155,Quality Rating Score 4,C221045,Quality of Life Linear Analogue Scale Score,3,Quality of Life Rating Score 4,A subjective rating score of 4 on a linear analogue scale with anchor point descriptions of 0: As bad as it can be and 10: As good as it can be.
C128156,Quality Rating Score 5,C221045,Quality of Life Linear Analogue Scale Score,3,Quality of Life Rating Score 5,A subjective rating score of 5 on a linear analogue scale with anchor point descriptions of 0: As bad as it can be and 10: As good as it can be.
C128157,Quality Rating Score 6,C221045,Quality of Life Linear Analogue Scale Score,3,Quality of Life Rating Score 6,A subjective rating score of 6 on a linear analogue scale with anchor point descriptions of 0: As bad as it can be and 10: As good as it can be.
C128158,Quality Rating Score 7,C221045,Quality of Life Linear Analogue Scale Score,3,Quality of Life Rating Score 7,A subjective rating score of 7 on a linear analogue scale with anchor point descriptions of 0: As bad as it can be and 10: As good as it can be.
C128159,Quality Rating Score 8,C221045,Quality of Life Linear Analogue Scale Score,3,Quality of Life Rating Score 8,A subjective rating score of 8 on a linear analogue scale with anchor point descriptions of 0: As bad as it can be and 10: As good as it can be.
