COSMoS_BC_ID,NCIt_Code,BC_Name,BC_Definition,BC_Synonyms,BC_Type,BC_Scope,TESTCD,TEST,TESTCD_NCIt,Categories,Hierarchy_Path,Parent_Label,Row_Type,Domains_with_DS,DS_Code,DS_Name,Domain,Domain_Class,Result_Scale,Specimen,Specimen_NCIt,Method,Method_NCIt,LOINC_Code_Count,LOINC_Code,Allowed_Units,Standard_Unit,COSMoS_Category,COSMoS_Subcategory,Decimal_Places,location,laterality,evaluator
C139255,C139255,Quasi-Static Compliance,The static elastic recoil pressure of the lungs at a given lung volume.,QUASCOMP,full,Subject,QUASCOMP,Quasi-Static Compliance,C139255,Pulmonary Function Test; Respiratory System Findings,Pulmonary Function Test,Pulmonary Function Test,DSS,RE,QUASCOMP_RE,Quasi-Static Compliance (RE),RE,Findings,Quantitative,,,,,0.0,,mL/cm H2O,mL/cm H2O,,,3.0,,,
C89836,C89836,Residual Volume,The volume of air remaining in the lungs after a maximal exhalation.,RV,full,Subject,RV,Residual Volume,C89836,Pulmonary Function Test; Respiratory System Findings,Pulmonary Function Test,Pulmonary Function Test,DSS,RE,RV_RE,Residual Volume (RE),RE,Findings,Quantitative,,,,,0.0,,mL,mL,,,3.0,,,
C123568,C123568,Respiratory Exchange Ratio,"The ratio of the amount of carbon dioxide produced to the amount of oxygen consumed in one breath. This ratio is used to estimate the respiratory quotient, which indicates what type of fuel source the body is metabolising to provide energy.",RER,full,Subject,RER,Respiratory Exchange Ratio,C123568,Pulmonary Function Test; Respiratory System Findings,Pulmonary Function Test,Pulmonary Function Test,DSS,RE,RER_RE,Respiratory Exchange Ratio (RE),RE,Findings,Quantitative,,,,,0.0,,RATIO,RATIO,,,3.0,,,
C198356,C198356,Respiratory System Examination,"An observation, assessment or examination of the respiratory system.",REEXAM,full,Subject,REEXAM,Respiratory System Examination,C198356,Respiratory System Findings,Body Organ or System Test,Body Organ or System Test,DSS,RE,REEXAM_RE,Respiratory System Examination (RE),RE,Findings,Qualitative,,,,,0.0,,,,,,2.0,,,
C45233,C45233,Respiratory System Finding,"Symptoms, physical examination results, and/or laboratory test results related to the respiratory system.",Respiratory;RESPIRATORY SYSTEM;Respiratory Finding,hierarchy_only,Subject,,,,Respiratory System Findings,,,BC_only_hierarchy,,,,,,,,,,,,,,,,,,,,
C87054,C87054,Sagittal Abdominal Diameter,"A standard measure of visceral obesity, or abdominal fat, which is measured from the patient's back to upper abdomen between the bottom of the rib cage and the top of the pelvic area. This measurement may be taken with the patient standing or in the supine position.",SAD,full,Subject,SAD,Sagittal Abdominal Diameter,C87054,Body Measurements; Vital Signs,Diameter,Diameter,DSS,VS,SAD,Sagittal Abdominal Diameter,VS,Findings,Quantitative,,,,,0.0,,cm; in; mm,,,,3.0,,,
C139256,C139256,Salazar-Knowles Equation Parameter A,"A representation of the exponential function described by the Salazar-Knowles equation, and an estimation of a subject's inspiratory capacity.",SALKA,full,Subject,SALKA,Salazar-Knowles Equation Parameter A,C139256,Pulmonary Function Test; Respiratory System Findings,Pulmonary Function Test,Pulmonary Function Test,DSS,RE,SALKA_RE,Salazar-Knowles Equation Parameter A (RE),RE,Findings,Quantitative,,,,,0.0,,,,,,2.0,,,
C139257,C139257,Salazar-Knowles Equation Parameter B,The difference between the volume at total lung capacity and the hypothesized volume at a transpulmonary pressure of zero.,SALKB,full,Subject,SALKB,Salazar-Knowles Equation Parameter B,C139257,Pulmonary Function Test; Respiratory System Findings,Pulmonary Function Test,Pulmonary Function Test,DSS,RE,SALKB_RE,Salazar-Knowles Equation Parameter B (RE),RE,Findings,Quantitative,,,,,0.0,,,,,,2.0,,,
C139258,C139258,"Salazar-Knowles Equation, K Parameter",The reflection of the curvature of the upper portion of the deflationary limb of the pressure-volume curve.,"Salazar-Knowles Equation, K;SALKK",full,Subject,SALKK,"Salazar-Knowles Equation, K",C139258,Pulmonary Function Test; Respiratory System Findings,Pulmonary Function Test,Pulmonary Function Test,DSS,RE,SALKK_RE,"Salazar-Knowles Equation, K (RE)",RE,Findings,Quantitative,,,,,0.0,,,,,,2.0,,,
C204693,C204693,Second Ventilatory Threshold,The point during activity or exercise at which the effort to ventilate increases such that the exerciser experiences duress and can no longer speak. This threshold is characterized by anaerobic metabolism and lactate buildup.,Anaerobic Threshold;Lactate Threshold;Respiratory Compensation Threshold;Ventilatory Threshold 2;VT2,full,Subject,VT2,Ventilatory Threshold 2,C204693,Respiratory System Findings,Ventilatory Threshold,Ventilatory Threshold,DSS,RE,VT2_RE,Ventilatory Threshold 2 (RE),RE,Findings,Quantitative,,,,,0.0,,mL/kg/min,mL/kg/min,,,3.0,,,
C77537,C77537,Skinfold Thickness Analysis,Techniques for estimating body fat whereby a pinch of skin is precisely measured by calipers at several standardized points on the body to determine the subcutaneous fat layer thickness. These measurements are converted to an estimated body fat percentage by an equation.,Skinfold Test,hierarchy_only,Subject,,,,Body Measurements; Vital Signs,,,BC_only_hierarchy,,,,,,,,,,,,,,,,,,,,
C111315,C111315,Slow Vital Capacity,The maximum volume of air that can be exhaled after slow maximum inhalation.,SVC,full,Subject,SVC,Slow Vital Capacity,C111315,Pulmonary Function Test; Respiratory System Findings,Pulmonary Function Test,Pulmonary Function Test,DSS,RE,SVC_RE,Slow Vital Capacity (RE),RE,Findings,Quantitative,,,,,0.0,,L; mL,,,,3.0,,,
C106568,C106568,Sodium Clearance Measurement,The determination of the amount of the sodium clearance in a sample.,NACLR;Sodium Clearance,full,Subject,NACLR,Sodium Clearance,C106568,Chemistry Tests; Clearance Rates; Laboratory Tests,Chemistry Test,Chemistry Test,DSS,LB,NACLRSERPL,Sodium Clearance in Serum or Plasma,LB,Findings,Quantitative,SERUM OR PLASMA,C105706,,,0.0,,mL/min; mL/s,mL/s,CHEMISTRY,,6.0,,,
C150823,C150823,Sodium Excretion Rate,A determination of the amount of sodium being excreted in a biological specimen over a defined period of time.,SODMEXR,full,Subject,SODMEXR,Sodium Excretion Rate,C150823,Biological Clearance Rates; Clearance Rates; Excreation Rates; Laboratory Tests,Excretion Rate,Excretion Rate,DSS,LB,SODEXRURIN,Sodium Excretion Rate in Urine,LB,Findings,Quantitative,URINE,C13283,,,0.0,,mmol/day; mmol/s,mmol/s,,,6.0,,,
C122186,C122186,Specific Airway Conductance,A measurement of the airway conductance relative to lung volume.,SGAW;sGaw,full,Subject,SGAW,Specific Airway Conductance,C122186,Pulmonary Function Test; Respiratory System Findings,Pulmonary Function Test,Pulmonary Function Test,DSS,RE,SGAW_RE,Specific Airway Conductance (RE),RE,Findings,Quantitative,,,,,0.0,,,,,,2.0,,,
C123569,C123569,Specific Airway Resistance,A measurement used to describe airway behavior irrespective of lung volume; it is calculated as airway resistance (Raw) multiplied by functional residual capacity (FRC).,SRAW;sRAW,full,Subject,SRAW,Specific Airway Resistance,C123569,Pulmonary Function Test; Respiratory System Findings,Pulmonary Function Test,Pulmonary Function Test,DSS,RE,SRAW_RE,Specific Airway Resistance (RE),RE,Findings,Quantitative,,,,,0.0,,cmH2O*s/mL,cmH2O*s/mL,,,3.0,,,
C170618,C170618,Specific Airway Volume,"A parameter used in functional respiratory imaging, derived by dividing the airway volume of a specified intrapulmonary region by the total volume of the same specified intrapulmonary region.",SAWVOL,full,Subject,SAWVOL,Specific Airway Volume,C170618,Respiratory System Findings,Volume > Airway Volume,Airway Volume,DSS,RE,SAWVOL_RE,Specific Airway Volume (RE),RE,Findings,Quantitative,,,,,0.0,,mL,mL,,,3.0,,,
C224898,C224898,Study Participation Disposition,The way in which study participation is ended based on the reason for ending study participation.,,full,Subject,,,,Protocol Disposition Events; Protocol Events,Protocol Disposition Event,Protocol Disposition Event,DSS,DS,DSSTUDYPARTICIPATION,Study Participation Disposition,DS,Events,Nominal,,,,,0.0,,,,,STUDY PARTICIPATION,4.0,,,
C224899,C224899,Study Treatment Disposition,The way in which study treatment is ended based on the reason for ending study treatment.,,full,Subject,,,,Protocol Disposition Events; Protocol Events,Protocol Disposition Event,Protocol Disposition Event,DSS,DS,DSSTUDYTREATMENT,Study Treatment Disposition,DS,Events,Nominal,,,,,0.0,,,,,STUDY TREATMENT,4.0,,,
C98785,C98785,Subscapular Skinfold Thickness,A measurement of the thickness of a pinch of skin situated below or on the underside of the scapula.,SSSKNF,full,Subject,SSSKNF,Subscapular Skinfold Thickness,C98785,Body Measurements; Vital Signs,Skinfold Thickness Analysis,Skinfold Thickness Analysis,DSS,VS,SSSKNF,Subscapular Skinfold Thickness,VS,Findings,Quantitative,,,,,0.0,,cm; in; mm,,,,3.0,,,
C172608,C172608,Systolic Blood Pressure-for-Age Percentile,"A measurement of an individual's systolic blood pressure in relationship to age, in comparison to a reference percentile curve.",SBPAPCTL;Systolic BP-for-Age Percentile,full,Subject,SBPAPCTL,Systolic BP-for-Age Percentile,C172608,Blood Pressure; Vital Signs,,,DSS,VS,SBPAPCTL,Systolic BP-for-Age Percentile,VS,Findings,Quantitative,,,,,0.0,,,,,,2.0,,,
C172607,C172607,Systolic Blood Pressure-for-Height Percentile,"A measurement of an individual's systolic blood pressure in relationship to height, in comparison to a reference percentile curve.",SBPHPCTL;Systolic BP-for-Height Percentile,full,Subject,SBPHPCTL,Systolic BP-for-Height Percentile,C172607,Blood Pressure; Vital Signs,,,DSS,VS,SBPHPCTL,Systolic BP-for-Height Percentile,VS,Findings,Quantitative,,,,,0.0,,,,,,2.0,,,
C124426,C124426,Thoracic Gas Volume,The absolute volume of gas contained in the thoracic cavity at any given point in time and at any level of alveolar pressure.,TGV,full,Subject,TGV,Thoracic Gas Volume,C124426,Pulmonary Function Test; Respiratory System Findings,Pulmonary Function Test,Pulmonary Function Test,DSS,RE,TGV_RE,Thoracic Gas Volume (RE),RE,Findings,Quantitative,,,,,0.0,,mL; L,,,,3.0,,,
C191365,C191365,Tibial Length,A measurement of the length of the tibia.,TIBIAL,full,Subject,TIBIAL,Tibial Length,C191365,Body Measurements; Vital Signs,Length,Length,DSS,VS,TIBIAL,Tibial Length,VS,Findings,Quantitative,,,,,0.0,,cm; in; mm,,,,3.0,,,
C111324,C111324,Tidal Volume,The volume of air moved into and out of the lungs during breathing at rest.,TIDALVOL;TV,full,Subject,TV,Tidal Volume,C111324,Pulmonary Function Test; Respiratory System Findings,Pulmonary Function Test,Pulmonary Function Test,DSS,RE,TV_RE,Tidal Volume (RE),RE,Findings,Quantitative,,,,,0.0,,mL; L,,,,3.0,,,
C139260,C139260,Tissue Elastance,A reflection of energy conservation within a given tissue.,TSUELAS,full,Subject,TSUELAS,Tissue Elastance,C139260,Pulmonary Function Test; Respiratory System Findings,Pulmonary Function Test,Pulmonary Function Test,DSS,RE,TSUELAS_RE,Tissue Elastance (RE),RE,Findings,Quantitative,,,,,0.0,,kPa,kPa,,,3.0,,,
C139261,C139261,Tissue Hysteresivity Measurement,"The energy dissipated relative to the elastic energy stored in the tissue in a P-V cycle. Fredberg, J.J., Stamenovic, D. (1 December 1989). On the Imperfect Elasticity of Lung Tissue. Journal of Applied Physiology, Vol. 67. Retrieved from https://owl.english.purdue.edu/owl/resource/560/10/",Tissue Hysteresivity;TSUHYS,full,Subject,TSUHYS,Tissue Hysteresivity,C139261,Pulmonary Function Test; Respiratory System Findings,Pulmonary Function Test,Pulmonary Function Test,DSS,RE,TSUHYS_RE,Tissue Hysteresivity (RE),RE,Findings,Quantitative,,,,,0.0,,,,,,2.0,,,
C81298,C81298,Total Body Length,The total linear extent of the body.,BODLNGTH;Body Length,full,Subject,BODLNGTH,Body Length,C81298,Body Measurements; Vital Signs,Length,Length,DSS,VS,BODLNGTH,Body Length,VS,Findings,Quantitative,,,,,0.0,,cm; in; mm,,,,3.0,,,
C104622,C104622,Total Body Water Measurement,"A measurement of the quantity of water within the body, including both the intracellular and extracellular compartments.",TBW;Total Body Water,full,Subject,TBW,Total Body Water,C104622,Body Water Measurement; Vital Signs,Physical Examination,Physical Examination,DSS,VS,TBW,Total Body Water,VS,Findings,Quantitative,,,,,0.0,,L; dL,,,,3.0,,,
C111325,C111325,Total Lung Capacity,The total volume of air in the lungs after maximum inhalation.,Lung volume test;TLC;TLUNGCAP;Total lung capacity,full,Subject,TLC,Total Lung Capacity,C111325,Pulmonary Function Test; Respiratory System Findings,Pulmonary Function Test,Pulmonary Function Test,DSS,RE,TLC_RE,Total Lung Capacity (RE),RE,Findings,Quantitative,,,,,0.0,,mL; L,,,,3.0,,,
C122185,C122185,Total Respiratory System Resistance,"A calculated value based on all factors that influence the flow of gas from the airway opening to the alveoli, including airway resistance, and tissue resistance of the lung and chest wall.",RRS,full,Subject,RRS,Total Respiratory System Resistance,C122185,Pulmonary Function Test; Respiratory System Findings,Pulmonary Function Test,Pulmonary Function Test,DSS,RE,RRS_RE,Total Respiratory System Resistance (RE),RE,Findings,Quantitative,,,,,0.0,,cmH2O*s/mL,cmH2O*s/mL,,,3.0,,,
C98793,C98793,Triceps Skinfold Thickness,A measurement of the thickness of a pinch of skin on the triceps.,TRSKNF,full,Subject,TRSKNF,Triceps Skinfold Thickness,C98793,Body Measurements; Vital Signs,Skinfold Thickness Analysis,Skinfold Thickness Analysis,DSS,VS,TRSKNF,Triceps Skinfold Thickness,VS,Findings,Quantitative,,,,,0.0,,cm; in; mm,,,,3.0,,,
C174376,C174376,Ulnar Length,A measurement of the length of the ulna.,ULNARL,full,Subject,ULNARL,Ulnar Length,C174376,Body Measurements; Vital Signs,Length,Length,DSS,VS,ULNARL,Ulnar Length,VS,Findings,Quantitative,,,,,0.0,,cm; in; mm,,,,3.0,,,
C123909,C123909,Ventilatory Threshold,The point during exercise at which pulmonary ventilation becomes disproportionately high with respect to oxygen consumption.,,hierarchy_only,Subject,,,,Respiratory System Findings,,,BC_only_hierarchy,,,,,,,,,,,,,,,,,,,,
C25335,C25335,Volume,The amount of three dimensional space occupied by an object or the capacity of a space or container.,Vol;Total Volume,hierarchy_only,Subject,,,,Respiratory System Findings,,,BC_only_hierarchy,,,,,,,,,,,,,,,,,,,,
C74720,C74720,Volume Measurement,The determination of the volume of a sample.,VOL;VOLUME;Volume,hierarchy_only,Subject,,,,Respiratory System Findings,,,BC_only_hierarchy,,,,,,,,,,,,,,,,,,,,
C181552,C181552,Waist to Heel Length,A measurement from the top of the waist to the bottom of the heel.,WASTHEEL,full,Subject,WASTHEEL,Waist to Heel Length,C181552,Body Measurements; Vital Signs,Length,Length,DSS,VS,WASTHEEL,Waist to Heel Length,VS,Findings,Quantitative,,,,,0.0,,cm; ft; in; m,,,,3.0,,,
C17651,C17651,Waist-Hip Ratio,The ratio of the abdominal circumference at the navel to maximum hip and buttocks circumference; looks at the proportion of fat stored on the body around the waist and hip. Carrying extra weight around the waist is a greater health risk than carrying extra weight around the hips or thighs.,Waist to Hip Ratio;WAISTHIP,full,Subject,WAISTHIP,Waist to Hip Ratio,C17651,Body Measurements; Vital Signs,Personal Attribute,Personal Attribute,DSS,VS,WAISTHIP,Waist to Hip Ratio,VS,Findings,Quantitative,,,,,0.0,,RATIO,,,,3.0,,,
C163569,C163569,Weight-for-Age Percentile,"A measurement of an individual's weight in relationship to age, in comparison to a reference percentile curve.",WTAPCTL,full,Subject,WTAPCTL,Weight-for-Age Percentile,C163569,Body Measurements; Vital Signs,,,DSS,VS,WTAPCTL,Weight-for-Age Percentile,VS,Findings,Quantitative,,,,,0.0,,,,,,2.0,,,
C163570,C163570,Weight-for-Height Percentile,"A measurement of an individual's weight in relationship to height, in comparison to a reference percentile curve.",WTHTPCTL,full,Subject,WTHTPCTL,Weight-for-Height Percentile,C163570,Body Measurements; Vital Signs,,,DSS,VS,WTHTPCTL,Weight-for-Height Percentile,VS,Findings,Quantitative,,,,,0.0,,,,,,2.0,,,
